time,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,NYC,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2015-05-17,1.06101,1.55815,0.396629,1.29308,2.10943,0.258481,1.2913,6.64305,0.0,1.03736,1.1996,5.65386,0.108696,2.56498,1.49161,0.590688,0.436015,0.0520021,1.56764,0.757729,1.13001,0.857867,0.394333,1.60404,0.958637,1.9207,0.0,0.601579,0.14771,0.614628,0.106326,1.26336,1.53257,0.493659,1.3621,1.60494,0.430019,0.432633,0.0859845,1.07339,0.0757289,0.040016,0.589787,0.908465,2.3767,1.43499,1.38784,0.881834,0.406504,0.561798,0.617127,0.289436
2015-05-24,1.40023,0.793861,0.75067,0.934579,2.07654,0.194553,1.23775,7.95148,0.0761035,0.633636,1.09596,5.62566,0.0875657,1.32333,1.28484,0.738477,0.444074,0.0199223,1.49425,0.919678,1.87553,0.628366,0.374336,0.700935,0.129758,1.90867,0.143472,0.647535,0.191939,0.630517,0.0,1.46145,1.272,0.608654,1.64894,1.55348,0.483534,0.862069,0.1619,1.50939,0.0727273,0.225225,0.506639,0.950008,2.15255,1.68057,1.36031,0.826446,0.533618,0.487805,0.7369,0.361119
2015-05-31,0.490196,0.959342,0.736016,0.893039,2.17739,0.279232,0.873362,8.86076,0.0,0.736467,0.867792,4.81513,0.0,0.768156,1.39058,0.463897,0.359477,0.0229053,1.25034,0.730572,1.3738,0.839476,0.318134,0.974704,0.195389,1.64819,0.0,0.536645,0.210084,0.68408,0.0826446,1.20608,1.10031,0.346852,1.80865,1.3896,0.340522,0.56391,0.337981,1.02753,0.0220507,0.160085,0.707034,0.595817,2.59259,1.26793,1.14471,0.810373,0.634006,0.38961,0.753721,0.352113
2015-06-07,0.0,1.01034,0.55332,0.916517,1.96065,0.312717,0.740741,7.70053,0.068918,1.02007,0.775844,1.17139,0.0,1.23457,1.26708,0.299103,0.43315,0.0241698,1.24946,0.869925,1.80365,0.863724,0.157691,1.16138,0.0755572,1.46889,0.0,0.540918,0.100402,0.667111,0.0828729,1.62835,0.977343,0.364282,1.2451,1.43984,0.477816,0.21097,0.265135,1.12459,0.0,0.21575,0.576959,0.0757193,1.7597,0.950943,1.20665,0.415512,0.452196,0.313357,0.459306,0.328623
2015-06-14,1.62095,1.00705,0.708144,0.804638,1.86878,0.228758,0.641975,6.80174,0.0,1.12697,0.548729,0.992282,0.0,0.349162,1.07415,0.6492,0.391802,0.00977565,1.03637,0.695212,1.7341,0.571102,0.132769,0.69025,0.190404,1.47422,0.0600962,0.42604,0.18018,0.480513,0.0589971,1.60348,1.1583,0.25413,0.441726,1.19085,0.365339,0.47081,0.0,0.904048,0.0442674,0.0,0.376614,0.0673401,1.75866,1.00904,1.12833,0.157729,0.458716,0.205592,0.561848,0.152486
2015-06-21,2.28509,0.626204,0.180668,0.6118,1.65902,0.352338,0.527937,7.2093,0.0,0.892267,0.624879,0.7922,0.0,0.418118,1.24446,0.656685,0.625823,0.00485343,1.17461,0.739986,2.1826,0.737101,0.111867,0.651042,0.406054,1.62843,0.0,0.448693,0.0672948,0.561224,0.0300933,1.56856,1.05521,0.195991,0.823114,1.35141,0.392504,0.363471,0.213828,0.912012,0.0,0.257898,0.553097,0.17567,1.47285,1.16949,0.985268,0.174216,0.378644,0.590784,0.340301,0.110254
2015-06-28,1.68539,0.619933,0.111235,0.735794,1.64078,0.248679,0.718209,7.3913,0.0,1.07407,0.674737,1.45128,0.0,0.363901,1.11324,0.679785,0.266756,0.00555833,1.10747,0.810289,1.47186,0.570687,0.133662,0.840564,0.442478,1.43311,0.0,0.499405,0.0,0.373134,0.036483,1.21354,0.849467,0.179033,1.23305,1.26974,0.317125,0.562852,0.0856164,1.00606,0.127291,0.0877963,0.977836,0.149522,1.58033,0.797987,0.993886,0.37594,0.451581,0.143678,0.4726,0.0424268
2015-07-05,1.58151,0.685871,0.712468,0.626526,1.4891,0.298013,0.560673,5.58539,0.0,0.786141,0.602795,1.00711,0.0,1.15646,1.04587,0.681886,0.237883,0.00511274,1.01681,0.639635,2.14266,0.752644,0.336178,0.710702,0.0371609,1.43233,0.109951,0.510308,0.0,0.366838,0.0,1.50991,0.879336,0.134156,1.31579,1.02627,0.318823,0.488998,0.069979,1.17045,0.0424809,0.105652,0.578574,0.0541638,1.26985,0.71203,0.941369,0.0,0.525164,0.330033,0.283311,0.0402253
2015-07-12,0.661626,1.06977,0.326797,0.647333,1.27019,0.265781,0.390071,5.64617,0.0,0.792878,0.51291,0.931099,0.116009,0.510949,1.02889,0.245834,0.121433,0.0149873,1.14152,0.578848,1.88399,0.803213,0.243902,0.754636,0.260805,1.23758,0.0,0.672372,0.0,0.933908,0.0343171,1.36033,1.20734,0.210681,1.17908,1.00334,0.324971,0.47138,0.210084,0.91977,0.0218245,0.0524934,0.653717,0.152102,1.29911,0.658234,0.832394,0.0,0.463177,0.248447,0.354372,0.0733138
2015-07-19,0.661626,0.613358,0.309917,0.599811,1.07618,0.426789,0.268817,5.39906,0.0,0.894378,0.489649,1.30516,0.0,0.680272,1.0008,0.332396,0.178042,0.005003,1.01653,0.618067,1.54211,0.468241,0.0953743,0.785469,0.196309,1.3491,0.0550055,0.63857,0.0,0.785546,0.0,1.16115,1.14028,0.111535,0.900576,0.983771,0.383359,0.399401,0.0,0.885329,0.0424448,0.151899,0.576488,0.0944797,1.28852,0.988692,0.779566,0.561272,0.0,0.258956,0.320241,0.349786
2015-07-26,0.681597,0.596125,0.195886,0.684717,1.07527,0.462368,0.0888494,6.2422,0.0,0.571429,0.504657,0.624025,0.0,0.336984,1.06443,0.28616,0.319211,0.0149536,1.10476,0.60925,1.67691,0.294317,0.332478,0.566572,0.0806777,1.33222,0.157563,0.460375,0.0,0.832702,0.0,1.15761,0.820616,0.247219,1.36986,1.10546,0.546875,0.520833,0.0672043,0.709442,0.0,0.0668449,0.520729,0.102354,1.0823,0.733964,0.815613,0.686106,0.333704,0.349192,0.318701,0.270688
2015-08-02,0.432432,0.775031,0.168634,0.627193,1.06028,0.415251,0.0515996,0.0,0.0,0.425144,0.440072,1.35811,0.0,1.40969,1.11983,0.434227,0.170989,0.0,0.957739,0.575323,1.19101,0.635637,0.240964,1.00865,0.249584,1.13267,0.212766,0.591522,0.0,1.01664,0.0345543,1.50245,0.814359,0.134048,1.50362,1.16756,0.361847,0.0,0.0,0.92326,0.0642123,0.237812,0.525465,0.128123,1.12071,0.882541,0.80996,0.44603,0.156128,0.200642,0.356224,0.190549
2015-08-09,0.830737,1.07184,0.114811,0.60065,1.22321,0.310752,0.149626,0.0,0.0,0.815356,0.682938,0.573248,0.0,0.262238,0.987891,0.599486,0.104959,0.0,0.924169,0.582876,2.60994,0.575349,0.284437,0.99734,0.0784314,1.31951,0.0,1.06935,0.0,0.44843,0.0,1.19066,0.64302,0.28028,1.48782,1.0448,0.426157,0.493827,0.0,0.735294,0.0572246,0.0706714,0.568855,0.193963,1.14597,0.846796,0.814073,0.57971,0.186706,0.223914,0.273895,0.11583
2015-08-16,0.536673,1.23869,0.0792393,0.919573,1.15595,0.424757,0.0455581,0.0,0.0,1.00953,0.800827,0.676133,0.0,0.727651,0.901366,0.660418,0.311284,0.0047776,0.954499,0.563607,1.41663,0.605807,0.268924,0.831328,0.260501,1.60092,0.0,0.503712,0.0,0.783699,0.0859845,1.17442,1.16097,0.762777,0.839793,1.01007,0.516327,0.660905,0.0,0.929204,0.0,0.0439174,0.541176,0.208899,1.58142,0.552086,0.800209,0.694444,0.218818,0.208943,0.351419,0.174581
2015-08-23,0.496278,1.19769,0.186451,0.904374,1.30353,0.630734,0.0,0.0,0.0,0.848324,0.940312,1.14141,0.0,0.0,1.0581,0.874126,0.313934,0.0190087,1.40946,0.666414,0.980597,0.58126,0.143258,1.17915,0.148846,1.57368,0.0,0.969753,0.0,0.609756,0.0,0.555374,0.999147,0.739504,1.27684,0.946831,0.442478,0.420168,0.0,0.763889,0.0392234,0.121704,0.892374,0.292015,1.1363,0.773633,0.865735,0.776197,0.193673,0.298507,0.518533,0.114025
2015-08-30,1.17096,1.05548,0.243309,0.838819,1.26281,0.428004,0.0654664,0.0,0.0,0.572787,1.09347,1.13208,0.154799,0.610998,1.01978,0.598679,0.272232,0.00493097,1.48782,0.528587,1.30884,0.892676,0.223573,0.72381,0.0474834,2.53905,0.0,0.651011,0.0,0.507614,0.0729395,0.867137,0.835073,0.795756,0.708316,0.941907,0.414823,0.671488,0.292398,1.09982,0.0196618,0.0776699,0.601464,0.439711,1.52525,0.905648,1.05626,0.398406,0.347705,0.522755,0.677201,0.104858
2015-09-06,1.97183,0.871632,0.346741,0.819975,0.909243,0.36523,0.13741,0.0,0.0,0.660377,1.27579,2.0979,0.23753,0.591716,1.22324,0.86145,0.221293,0.0174886,1.71873,0.662703,1.85274,0.777143,0.181549,0.527958,0.244126,1.93839,0.0494315,0.310463,0.129534,0.820896,0.0478927,1.28706,1.15894,0.842156,0.690934,0.92019,0.417633,0.596421,0.876011,0.928897,0.0398486,0.182565,0.816565,0.58651,2.01858,0.79352,1.14117,0.616523,0.198886,0.320307,0.614425,0.208333
2015-09-13,1.08803,1.25708,0.172712,0.90587,1.4079,0.453858,0.0569801,0.0,0.0,0.678454,1.04745,2.0552,0.0,0.0693001,1.4677,0.847637,0.621404,0.0324781,1.72775,0.681726,1.60536,0.731261,0.298647,0.393332,0.735294,2.11071,0.140302,0.765143,0.0,0.572519,0.0733138,0.959693,1.40389,0.497512,1.23784,1.12442,0.288462,1.45985,0.610772,1.19428,0.0528355,0.404115,0.584795,0.637301,1.8631,0.710344,1.07965,1.25945,0.476644,0.60551,0.656374,0.374532
2015-09-20,1.00503,1.64931,0.309215,1.01333,1.34636,0.631769,0.17673,0.0,0.0602773,0.338208,1.17176,2.17267,0.19802,0.063012,1.42413,1.11996,0.898357,0.0534974,1.75498,0.629266,1.46268,0.192097,0.208333,0.78256,0.819921,2.3217,0.130548,0.813221,0.0,0.720839,0.11592,1.91625,1.02536,0.94541,1.01226,1.26741,0.533826,1.08949,0.703518,1.19665,0.0800641,0.208044,0.204082,0.596986,2.09836,1.11618,1.29069,0.701262,0.446999,0.561134,0.766479,0.311526
2015-09-27,0.505689,2.15379,0.2574,0.736351,1.21246,0.394777,0.448632,0.0,0.0,0.381893,1.40799,1.89255,0.967742,0.30722,1.28036,1.21769,1.2293,0.0502581,1.79191,0.407127,1.24585,0.536033,0.281641,0.815059,0.908785,2.19729,0.0581734,1.11747,0.087108,1.19403,0.0653595,1.44609,0.931677,1.30785,0.426954,1.23467,0.57026,1.06336,0.283587,1.00901,0.12747,0.283086,0.34662,0.411219,2.17404,1.03753,1.31923,0.806452,0.911577,1.30351,0.771431,0.227964
2015-10-04,0.627353,2.58875,1.14799,1.23609,1.38064,0.51656,1.0157,0.0,0.0994777,0.720702,1.4234,2.33303,0.433735,0.404263,1.63805,0.923388,1.12164,0.236898,1.81531,0.790429,1.09231,1.1742,0.679905,0.597213,1.11897,2.15856,0.129618,0.835925,0.60652,0.428878,0.0828672,0.896943,0.971393,0.62855,0.588433,1.23738,0.54476,0.937038,0.609618,1.30656,0.110072,0.539773,0.981962,0.734619,3.1748,1.05777,1.33996,0.222519,0.441684,1.89587,1.02553,0.418318
2015-10-11,1.17302,2.48819,0.863984,1.44689,1.5661,0.62028,0.805524,0.108932,0.0235738,0.72162,1.17165,1.79028,0.28746,0.354484,1.7586,1.1695,1.02605,0.307777,1.81375,0.643767,0.792553,0.893655,0.682377,1.17073,1.26363,2.57163,0.110092,1.28871,0.211119,0.451722,0.17753,0.608305,0.906883,0.397966,0.557203,1.37565,0.650656,2.1645,0.889757,1.50744,0.145864,0.874568,0.928495,0.604789,3.42995,1.05639,1.50892,0.295334,0.730327,1.7285,0.978325,0.416336
2015-10-18,0.982659,2.31635,0.997208,1.49271,1.50411,0.528659,0.963763,0.487805,0.0697188,0.672454,1.03207,1.30685,0.630473,0.609989,1.6042,1.07755,1.05094,0.318249,2.04177,0.733375,1.44368,1.09129,0.655234,0.78125,1.60311,2.59902,0.286328,1.24048,0.232739,0.498287,0.137426,0.605908,1.16146,0.488183,0.85962,1.48518,0.572453,2.18176,0.801527,1.61744,0.23129,1.06744,0.818172,0.757878,3.63057,1.22651,1.7641,0.486174,0.349592,1.82971,1.31689,0.541691
2015-10-25,0.531601,2.19702,0.845899,1.80696,1.61772,0.440744,1.42061,2.58663,0.123885,0.678745,0.847821,1.5625,0.285714,0.576271,1.77543,1.18121,1.20738,0.423318,1.86562,0.589921,1.44254,1.03147,0.722036,0.831601,1.13927,2.55443,0.059453,1.40775,0.160128,0.331583,0.20979,0.426487,0.995633,0.689338,0.816171,1.45772,0.589923,2.18795,0.816957,1.35201,0.231099,1.67598,1.01793,0.642475,3.84937,1.12832,1.54868,0.445633,0.970874,1.56403,1.07118,0.540324
2015-11-01,0.947867,2.31715,0.967296,1.87283,1.73589,0.359595,1.79143,5.83764,0.204918,0.770977,1.07349,2.18274,0.559763,0.443383,1.79698,1.10347,1.60356,0.494734,1.92489,0.667916,1.43698,1.08696,0.835379,1.2874,1.44876,2.38468,0.193299,1.17667,0.405268,0.489663,0.240385,0.744961,1.20291,0.660979,0.655665,1.44121,0.736329,2.13297,0.660981,1.3918,0.26852,1.27774,1.20166,0.698991,3.47839,1.51484,1.65955,0.891651,0.426667,1.62839,1.41249,0.666159
2015-11-08,1.1213,2.20919,1.07014,1.80418,1.80813,0.389206,1.07817,4.2378,0.167866,0.794824,1.01664,1.69851,0.498398,0.673759,2.01816,1.221,1.44268,0.492591,2.1096,0.672289,1.44607,1.35762,0.816032,1.10984,1.6603,2.73615,0.23488,0.972206,0.423131,0.565771,0.209809,0.430005,1.45063,0.663507,0.723665,1.50803,0.959362,3.17486,1.81065,1.55583,0.187138,1.74586,1.09203,0.587774,3.86243,1.5367,1.67621,0.925926,0.401914,1.56006,1.44617,0.801443
2015-11-15,0.715746,2.64504,1.25613,1.84161,2.14097,0.513322,1.1393,6.85539,0.273496,0.873933,1.25685,1.47727,0.525164,0.439932,1.89498,1.19584,1.40774,0.52279,2.19967,0.645367,1.68539,0.985137,0.781501,1.49593,1.18776,3.16855,0.0518135,1.17183,0.342466,0.921788,0.279525,0.652884,1.46879,0.49005,1.18498,1.68278,0.645642,2.25944,1.33049,1.55956,0.186335,1.61504,1.05796,0.939368,3.96778,1.60466,1.90304,0.764818,0.402857,1.61699,1.01986,0.429185
2015-11-22,0.721154,3.50323,1.21043,1.88987,2.39866,0.659051,1.69643,7.21118,0.261292,1.12474,1.55757,2.48344,0.344531,1.07204,2.04812,1.48581,1.58172,0.58523,2.43487,0.869205,2.64002,0.688249,0.754856,1.94823,1.86682,3.37755,0.195084,1.56315,0.0,0.697293,0.10772,0.672043,2.27843,0.844991,0.97867,1.78267,0.768743,4.18859,1.72911,1.97417,0.213276,1.62472,1.50154,1.23581,4.81392,2.05614,2.17016,1.22599,0.261584,2.01622,1.24273,0.708174
2015-11-29,1.32114,2.45363,1.0763,2.40085,2.02273,0.515759,0.956304,5.67077,0.148588,0.913745,1.11751,2.1764,0.399113,0.681431,2.04212,0.891104,1.41036,0.607979,2.28758,0.793021,2.11117,1.06572,0.653595,0.920578,1.20617,3.32872,0.13031,1.55678,0.335196,0.350263,0.463897,0.987224,1.29126,0.721364,1.1818,2.05034,0.622169,2.93651,1.7094,1.56455,0.209407,1.59563,1.21327,0.953007,4.43529,1.29138,2.07325,1.30409,0.285497,1.53918,1.30868,0.625809
2015-12-06,0.596421,2.76306,1.32599,2.31562,2.07101,0.838355,1.7386,6.5342,0.148331,0.915345,1.29957,1.8315,0.114112,0.43956,2.16111,1.42664,1.28025,0.535988,2.03417,0.811212,1.91238,0.960171,0.731161,1.80049,1.16959,3.09749,0.1321,1.53713,0.0,0.833066,0.464084,1.06728,1.7464,0.96706,1.51335,2.2349,0.904533,2.80758,0.831409,1.95162,0.178629,0.713063,1.22345,1.47238,4.49576,1.41706,2.22075,0.828984,0.497696,1.25945,1.27957,0.714905
2015-12-13,0.226244,3.1391,1.29193,2.41173,2.17017,0.508187,1.97822,6.71418,0.144265,0.848515,2.13077,2.04221,0.370542,0.958702,2.16723,1.85714,1.34895,0.612963,2.20889,0.791949,2.28471,0.898204,0.905253,1.54377,1.75389,3.18088,0.140895,1.78543,0.752823,0.545455,0.400168,1.09957,1.86997,1.04183,1.25511,2.35569,0.722748,2.10428,1.09102,2.21809,0.210933,0.621302,1.36701,1.2089,4.67202,1.80879,2.36551,1.29916,0.391349,1.6161,1.78188,0.665281
2015-12-20,0.422535,3.28583,1.57804,3.08603,2.91333,0.786943,2.39398,9.51359,0.0,1.22294,2.6336,1.5873,0.73193,0.441393,2.6622,2.1843,1.34755,0.639235,2.66484,1.31384,3.08793,0.902171,0.905545,2.84483,2.03742,3.73491,0.239693,2.76382,1.07198,0.459982,0.416934,1.17736,2.10199,1.2116,2.14651,2.72745,0.975264,3.46522,0.936037,2.73918,0.200334,0.515668,1.75747,1.22811,5.12797,2.12355,2.80804,1.38272,0.583745,1.89283,1.52858,0.425791
2015-12-27,0.356718,2.88941,1.34382,2.59408,3.27722,1.41364,2.95939,8.20996,0.202634,1.32136,1.97743,2.1164,1.30548,0.839944,2.55183,2.54879,1.56353,0.590034,2.47861,1.24224,3.59815,1.62022,0.94131,1.93642,2.02099,3.25682,0.27946,2.62926,1.07383,0.421151,0.509404,1.40393,1.99108,1.43746,1.97842,2.91514,0.925092,3.75139,0.932306,3.01098,0.383543,0.649351,1.4567,1.15248,5.70737,2.30778,2.67095,1.93258,0.747384,1.79739,1.65355,0.897868
2016-01-03,0.591716,2.77095,1.24318,2.77037,2.5018,1.148,2.65283,9.30537,0.266351,0.998582,1.56396,1.22735,0.824317,1.48072,2.44474,1.45969,1.59266,0.652522,2.26002,1.03824,2.27929,0.862745,0.953501,0.556836,1.91673,2.65897,0.123495,1.56604,0.20141,0.529412,0.368409,1.54976,1.60428,1.18955,1.15723,2.38171,0.833012,2.32655,1.2949,2.43179,0.352113,0.683018,1.50217,1.23172,4.68602,1.57693,2.32881,1.50082,0.554201,1.74376,1.24065,0.805195
2016-01-10,0.332963,2.79062,1.63324,2.78806,2.47039,0.941567,2.82404,6.23525,0.214988,1.13367,1.53293,1.75439,0.587438,1.28824,2.79141,0.945587,1.20081,0.639714,2.44385,1.09204,3.07626,0.872151,0.687134,0.58096,1.59607,2.4243,0.0592944,1.72929,0.906736,0.527395,0.480077,1.343,1.85863,0.909577,2.56989,2.23068,0.893183,2.78759,1.6622,2.15585,0.468933,0.720721,1.5884,1.81601,4.16846,2.10701,2.22837,1.35501,0.797147,1.47809,1.21729,0.700389
2016-01-17,0.4329,3.24173,1.72027,3.02494,2.68971,1.00711,2.8912,4.66491,0.0820008,1.66951,1.71299,2.45362,0.288323,1.2318,2.56198,1.44479,1.20733,0.434208,2.4867,1.25813,2.80927,0.951315,0.898847,0.676788,1.82839,2.8172,0.129534,1.85998,0.231214,0.328554,0.408163,1.58053,2.35777,1.23082,1.90067,2.26008,0.734548,3.67476,2.13383,2.27801,0.554855,0.791053,1.84008,1.87742,4.36048,2.14924,2.18843,1.52561,1.0872,1.98363,1.32488,0.806452
2016-01-24,0.718686,3.15247,2.21743,3.40586,2.83328,0.835921,3.29925,5.86047,0.10101,2.39169,1.83451,3.19211,0.549218,1.71334,2.75204,1.56227,1.45168,0.514626,2.34685,1.43077,2.33088,0.886557,0.842919,0.762547,1.60151,3.15879,0.246548,1.52851,0.343249,0.406858,0.45045,1.85906,2.39875,1.19691,1.6013,2.43412,0.841751,3.51783,2.12389,2.4708,0.631735,0.654387,1.59929,1.3291,4.96129,2.69415,1.93452,1.80208,1.01818,1.34354,1.47666,0.703675
2016-01-31,0.601323,3.24061,2.07073,3.97859,3.28407,1.16318,3.19507,5.19972,0.186625,2.5007,1.81663,2.35911,0.528053,2.32394,3.04572,1.20893,1.67744,0.708629,2.51039,1.61123,1.34237,1.15839,1.01783,1.00438,1.37948,2.87259,0.224027,1.6268,1.07738,0.437158,0.588713,1.69208,2.6483,1.38714,1.7329,2.59917,0.874179,3.41487,2.22763,2.45783,1.11997,1.14037,2.06847,1.7164,4.89241,2.83149,1.74534,1.06446,1.28357,1.62109,1.13276,1.11516
2016-02-07,1.19976,3.12853,2.53538,5.18344,3.91439,1.27733,4.15838,5.65627,0.0978793,2.74862,1.83585,4.0253,0.564744,1.38484,3.32896,1.50665,1.6462,1.00349,2.62713,1.49574,2.60127,0.899844,1.37645,1.11789,2.1764,3.51508,0.336962,2.16115,1.27796,0.704424,0.626305,2.60692,3.72,1.80372,2.71642,3.00798,1.09736,4.41915,1.90729,2.37481,0.952025,1.52526,2.9212,1.63431,5.62804,3.18894,1.9085,1.7097,1.78059,1.74373,1.81735,1.60428
2016-02-14,1.698,3.89068,2.69906,5.17415,4.39619,1.50134,3.70722,5.99214,0.0641643,3.27059,2.34201,4.25139,1.1657,2.25225,3.87532,2.05432,2.34536,1.48209,2.89193,1.57182,4.37746,0.920887,1.7294,2.73241,2.2293,3.54654,0.349548,3.12333,1.57195,0.699097,0.655165,3.01218,4.09926,2.24189,1.76664,3.26483,1.44145,3.59483,2.81959,2.02913,1.36986,1.99443,2.56379,3.11609,6.36256,4.09285,2.32802,2.73022,2.35294,2.16718,1.74266,1.67118
2016-02-21,1.99413,4.39855,3.17365,5.38213,3.73143,1.58921,3.7826,7.911,0.658307,3.23381,2.60638,5.57043,1.35017,1.46189,3.88773,2.7492,2.40447,2.34549,3.20624,1.57617,3.16991,0.883864,2.39001,2.65649,2.0909,4.57577,0.247321,4.19302,1.02564,1.00546,0.753212,2.58117,4.16112,2.34118,2.83297,3.18542,1.67182,3.86364,2.48518,2.91049,1.46733,2.38253,2.42168,3.338,4.48169,4.24214,2.69247,1.53653,2.10858,2.55664,2.69257,1.66878
2016-02-28,1.92744,5.47097,4.87194,5.02006,3.63724,1.67642,3.4711,9.23582,1.03028,2.87592,2.84092,6.0241,1.6221,1.79856,4.17069,3.48604,2.94245,2.1133,3.70534,1.75215,3.00395,0.903274,2.6582,3.09101,2.83647,4.8877,0.60347,3.99742,0.890208,1.48835,0.783828,3.76333,5.04657,2.76263,3.41463,3.45799,1.65649,3.16993,2.66258,3.32486,1.36803,2.36412,2.11684,3.33087,4.7195,3.4478,3.34539,2.19161,1.66157,2.98078,2.71718,1.96032
2016-03-06,3.40426,6.55058,5.62608,4.14432,3.69442,1.67542,3.61106,9.33902,1.73697,3.06909,3.45765,7.61169,1.23092,2.03507,3.9101,4.73192,3.26718,2.67058,3.63969,2.58081,3.03093,1.1257,2.73456,4.07295,3.06748,5.35687,0.35229,3.83595,1.64127,1.60966,1.2543,4.47187,4.39492,2.5523,3.41609,3.88275,2.44448,4.42237,3.46895,4.46836,2.06706,2.76159,2.49142,3.62272,4.01485,3.57419,3.94309,2.58802,1.42261,3.27547,3.104,2.55706
2016-03-13,5.73435,4.98188,4.29502,3.57787,3.19283,1.6285,2.67584,9.6564,1.35218,2.35282,2.5205,7.281,0.896861,2.4777,3.32867,3.03411,2.57767,2.2474,2.87454,2.22927,2.38066,1.95195,2.33998,2.50569,2.6461,4.11273,1.23457,3.97115,2.09644,0.845728,1.27737,4.86093,4.66515,2.77078,3.80303,3.28136,1.78285,3.11838,3.20603,3.20347,1.72445,1.82311,1.92438,2.20175,3.73119,3.27439,3.7071,2.64741,1.15516,2.7159,2.38769,3.47663
2016-03-20,4.15598,5.03734,3.59551,3.08999,2.99262,1.80285,2.79368,8.65231,1.53739,2.06164,2.90096,6.41673,1.0118,1.50134,2.78787,2.26143,2.15661,1.58069,2.9295,1.9326,1.72097,1.40088,2.18061,2.23573,2.86005,3.84615,0.43494,3.45713,1.36157,1.05159,1.18102,3.9079,3.93164,1.27855,2.89463,2.97008,1.82237,3.48019,1.15677,3.4132,1.5854,1.98708,2.1174,2.79813,3.46318,2.30788,3.14517,2.20632,1.80846,2.61708,2.28422,2.85855
2016-03-27,4.42248,5.4502,3.22581,2.8788,2.80927,1.45565,2.78382,8.34061,0.867152,1.99405,2.75244,5.2356,1.06496,1.43954,2.55401,1.73858,2.06618,1.4745,2.58222,1.92072,1.38378,1.80668,1.991,1.42236,2.94644,3.78362,0.31091,3.03939,1.78571,1.08728,1.36437,2.88483,3.60399,1.00711,1.59898,2.6039,1.47588,1.88423,2.3569,2.63062,1.29748,1.57959,1.78571,2.89898,3.2444,2.7132,2.81424,2.23059,1.25404,2.69445,2.69803,2.21372
2016-04-03,3.68609,4.41285,2.81646,2.73979,2.11652,1.25915,2.61398,5.93434,0.747238,1.58487,2.3326,5.41344,0.700935,1.45847,2.10069,1.46894,2.19956,1.28462,2.27786,1.53833,1.29988,1.05263,1.24723,1.66983,1.91642,3.1701,0.514756,2.63865,2.5,0.730337,0.932994,2.34506,2.43361,1.14353,1.35135,2.16411,1.14891,2.37131,2.39763,2.1044,1.2229,1.2024,1.69799,1.87846,2.83508,2.50785,2.43005,2.23684,1.17793,1.99845,2.26966,1.75008
2016-04-10,2.78207,3.62936,3.6989,2.80626,1.92403,1.14943,2.5015,5.66696,0.280199,1.42305,2.13829,3.65935,0.627854,0.742942,1.92583,1.09926,2.01791,1.31761,1.98948,1.36795,1.30955,1.57875,1.46172,1.60559,1.7713,3.39072,0.237844,2.29539,1.54394,0.472953,0.750313,3.02083,1.85741,0.877486,1.53967,2.22609,0.880677,2.871,0.940513,2.30566,0.875086,1.40845,1.66091,2.46828,3.25267,1.87337,2.49676,1.43455,0.897244,1.78037,2.45104,0.720254
2016-04-17,3.55731,3.92021,3.62797,2.74251,1.62852,1.17543,2.52809,5.81347,0.30656,1.64787,1.97509,3.15113,0.619718,0.779221,1.79058,1.34304,1.33981,0.853296,2.04664,1.57377,1.7459,1.37094,1.12651,1.6936,1.71316,2.58117,0.424516,2.5603,1.28535,0.350058,0.424989,2.98913,1.72226,0.553683,1.09692,2.21985,1.05375,1.57905,0.929494,2.25348,0.735822,0.848939,1.41355,2.15215,3.57929,1.31542,2.61728,1.58983,0.468484,2.03978,2.43372,0.773276
2016-04-24,2.23881,3.10614,1.98698,2.2786,1.73597,0.909538,1.45228,4.69592,0.570853,1.34566,1.79856,1.93906,0.287026,0.771513,1.61378,1.202,0.941289,0.597027,1.91037,0.997163,1.37531,1.59865,1.07665,2.1065,1.48666,2.45303,0.528541,2.10485,0.390117,0.597015,0.428266,1.87012,1.63247,0.530293,1.0275,1.90698,0.838148,1.71198,0.640394,2.26749,0.927536,1.04306,1.17495,2.48082,3.0393,1.38945,2.52094,1.62272,0.653457,1.64941,2.47711,0.892267
2016-05-01,2.04473,2.54817,2.99667,1.94952,1.84902,0.810612,1.60955,9.14668,0.336474,1.47763,1.87671,2.07736,0.367422,1.36452,1.39314,0.852087,1.01357,0.39467,1.74936,0.958786,1.21282,1.18756,0.865389,0.953895,1.30981,2.05388,0.511836,1.96114,0.631769,0.347442,0.56843,1.58913,1.37472,0.571705,0.858972,1.54808,0.737705,2.1802,0.726453,1.82765,0.249808,0.511945,1.11691,2.39991,2.74919,1.47087,2.17544,1.03704,0.847817,1.38487,1.32095,0.873786
